what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1330777509045
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1330777509046
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1330777509170
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1330777509171
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1330777509248
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1330777509368
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1330777509368
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1330777509450
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.R37x_v20110815-0935,"org.eclipse.equinox.p2.touchpoint.eclipse",1330777509450
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1330777509534
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1330777509534
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1330777509565
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110510,"org.eclipse.equinox.p2.updatesite",1330777509565
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1330777509565
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1330777509565
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1330777509565
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1330777509793
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1330777509793
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1330777509794
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1330777509794
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1330777509794
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1330777509794
started,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1330777509794
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1330777509794
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1330777509794
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1330777509795
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1330777509796
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1330777509796
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1330777509796
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1330777509796
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1330777509796
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1330777509796
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1330777509796
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1330777509797
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1330777509797
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1330777509797
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1330777509798
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1330777509798
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1330777509841
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1330777509842
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1330777509842
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1330777509842
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1330777509842
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1330777509842
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1330777509842
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1330777509842
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1330777509843
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1330777509843
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1330777509843
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1330777509844
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1330777509844
os,sysinfo,,,"win32",1330777509852
arch,sysinfo,,,"x86",1330777509852
ws,sysinfo,,,"win32",1330777509852
locale,sysinfo,,,"ru_RU",1330777509852
processors,sysinfo,,,"2",1330777509852
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1330777509852
java.runtime.version,sysinfo,,,"1.6.0_30-b12",1330777509852
java.specification.name,sysinfo,,,"Java Platform API Specification",1330777509852
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330777509852
java.specification.version,sysinfo,,,"1.6",1330777509852
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1330777509852
java.version,sysinfo,,,"1.6.0_30",1330777509852
java.vm.info,sysinfo,,,"mixed mode",1330777509852
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1330777509852
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330777509852
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330777509852
java.vm.specification.version,sysinfo,,,"1.0",1330777509852
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1330777509852
java.vm.version,sysinfo,,,"20.5-b03",1330777509852
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1330777509966
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1330777514375
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1330777514376
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1330777514625
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1330777514999
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1330777516133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330777787102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330780792899
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1330780810744
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1330780810822
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330780815670
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1330780883194
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1330780885408
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1330780885458
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1330780885652
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1330780885858
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1330780886206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330780888014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330780921991
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781178516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781190684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781218095
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.edit.text.openLocalFile",1330781218280
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1330781237722
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1330781237833
started,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1330781238000
started,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1330781238106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781311724
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781321156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781323916
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781340911
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ProjectsView",1330781361849
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackagesView",1330781362441
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.TypesView",1330781362779
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.MembersView",1330781364402
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaBrowsingPerspective",1330781364537
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ProjectsView",1330781364595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1330781364910
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaBrowsingPerspective",1330781364910
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330781371475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781397375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781409921
started,bundle,org.eclipse.wb.core.ui,1.1.0.r37x201109091028,"org.eclipse.wb.core.ui",1330781431794
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1330781432097
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1330781432930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781443468
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1330781574252
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1330781579859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781580614
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1330781589880
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1330781592338
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330781593342
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1330781593347
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330781594801
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330781600361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330781617336
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330781623518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330781626895
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330781629046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330781630880
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330781639460
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330781641227
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330781643169
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330781684498
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ProjectsView",1330781693843
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330781720600
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ProjectsView",1330781722665
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackagesView",1330781723527
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330781724609
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1330781734320
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1330781737375
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1330781738285
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781739188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781739472
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1330781739662
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1330781740973
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1330781741896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330781756938
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330787701268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330787714155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330788402982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330788412929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330788691941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330788693030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330788694995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330788699504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330788713617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.help.aboutAction",1330788713640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330788722491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330833903233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330833906787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330833909794
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330833927416
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1330833945494
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330833947091
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330833956872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330833961050
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330833964289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330833974779
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834002334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834055629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330834059002
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330834077778
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330834078016
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330834078123
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330834078216
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1330834078706
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1330834082922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834100649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834104993
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330834106593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330834106763
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330834106836
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1330834107262
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330834118237
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330834118391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834125432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834130257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834140771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834154747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834156199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834158077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834192902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834199100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834206622
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834209245
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1330834211679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330834211755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834220340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834289231
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330834294547
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330839560109
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330839567320
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330839569580
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1330839570040
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330839570877
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1330839572634
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1330839573828
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1330839574881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330839575623
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330839583956
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330839590513
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330839626281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330839630684
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330839657276
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330839672878
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1330839673014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330839832712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330840866861
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330840926052
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330840933753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330840935619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330840936063
